Company,Domain,Total Employees,US Employees,Non-US Employees,Non-US Breakdown
Leroy Merlin,adeo.com,1,0,1,France: 1
Weaviate,weaviate.io,1,0,1,Germany: 1
Jahez International Company,jahezgroup.com,1,0,1,Qatar: 1
Personal Professionalism الاحترافية الشخصية,omaralarifi.com,1,0,1,Saudi Arabia: 1
C•Contemporaine,ccontemporaine.com,1,0,1,France: 1
Career Edge,career-edge.in,1,0,1,India: 1
Thales,thalesgroup.com,1,0,1,France: 1
Caliber International,ronmalhotra.com,1,0,1,Australia: 1
SpaceX,spacex.com,1,0,1,India: 1
Consultants House,consultantshouse.com,1,0,1,Egypt: 1
Fiscozen,rebrand.ly,1,0,1,Denmark: 1
Perfetti Van Melle,perfettivanmelle.com,1,0,1,Mexico: 1
Tempo,tempo.xyz,1,0,1,United Kingdom: 1
Evenplan Tu Gente,evenplan.com.mx,1,0,1,Mexico: 1
Huspy,huspy.com,1,0,1,United Arab Emirates: 1
DBC Company,dbccompany.com.br,1,0,1,Brazil: 1
Lumos,spotlumos.com,1,0,1,Australia: 1
Edizione S.p.A.,edizione.com,1,0,1,Italy: 1
YPO,ypo.org,1,0,1,Brazil: 1
BBVA en Perú,bbva.pe,1,0,1,Peru: 1
The People Company - A Creative Personal Branding & Content IP Agency,thepeoplecompany.me,1,0,1,India: 1
VeChain,vechain.org,1,0,1,Portugal: 1
Godrej Consumer Products Limited,godrejcp.com,1,0,1,India: 1
bp,bp.com,1,0,1,Malaysia: 1
Cybernara,cybernara.com,1,0,1,Australia: 1
Suma Soft Pvt Ltd,sumasoft.com,1,0,1,India: 1
Cretivox,cretivox.com,1,0,1,Indonesia: 1
Motor Valley,motorvalley.it,1,0,1,Italy: 1
Poste Italiane,posteitaliane.it,1,0,1,Italy: 1
PrashantAdvait Foundation (Acharya Prashant),acharyaprashant.org,1,0,1,India: 1
Intuit,intuit.com,2,1,1,India: 1
Dronacharya College of Engineering,dronacharya.info,1,0,1,India: 1
Cimpress India,cimpress.com,1,0,1,India: 1
Hazte Empleable,hazteempleable.com,1,0,1,Peru: 1
Wizify,wizify.fr,1,0,1,France: 1
SAR Group,sar-group.com,1,0,1,India: 1
Galeries Lafayette Group,groupegalerieslafayette.com,1,0,1,France: 1
Devoteam,devoteam.com,1,0,1,Morocco: 1
Omnicom Media,omnicommedia.com,1,0,1,Colombia: 1
Mejora Tu Éxito Laboral,mejoratuexitolaboral.com,1,0,1,Spain: 1
10 Minute School,10minuteschool.com,1,0,1,Bangladesh: 1
James Hope University,jhu.edu.ng,1,0,1,Nigeria: 1
Growth Galaxy,growthgalaxy.co.in,1,0,1,India: 1
Growth Architecture Studio,anna-york.com,1,0,1,Germany: 1
SEHA - Abu Dhabi Health Services Co.,seha.ae,1,0,1,United Arab Emirates: 1
ISPROX,isprox.com,1,0,1,Spain: 1
Pinterest,pinterest.com,1,0,1,Mexico: 1
True Method,truemethod.uk,1,0,1,United Kingdom: 1
Appinators Technology (Pvt) Ltd.,appinators.com,1,0,1,Pakistan: 1
WestJet,westjet.com,1,0,1,Canada: 1
HUGO BOSS,hugoboss.com,1,0,1,Germany: 1
Dislog Group,dislogroup.com,1,0,1,Morocco: 1
Saudi Sports Professionals Network,saudispn.com,1,0,1,Saudi Arabia: 1
Akaer,akaer.com.br,1,0,1,Brazil: 1
Solvefy,solvefy.io,1,0,1,Pakistan: 1
LS Educação,professorlucassilva.com.br,1,0,1,Brazil: 1
Peoplestars,peoplestars.com.br,1,0,1,Brazil: 1
EDUdebt Pte. Ltd.,edudebt.sg,1,0,1,Singapore: 1
Impact Academy,goimpact.academy,1,0,1,Bangladesh: 1
Human One Global,humanone.global,1,0,1,دبي الإمارات العربية المتحدة: 1
Data Science Infinity,data-science-infinity.com,1,0,1,United Kingdom: 1
FirstPrincipleLabs.ai,firstprinciplelabs.ai,1,0,1,India: 1
DeVC,devc.com,1,0,1,India: 1
Singhal Gupta & Co,singhalgupta.co.in,1,0,1,India: 1
NONINO DISTILLATORI,grappanonino.it,1,0,1,Italy: 1
Snacka Snyggt,snackasnyggt.se,1,0,1,Sweden: 1
BTI Executive Search,btiexecutivesearch.com,1,0,1,Indonesia: 1
,wtatennis.com,1,0,1,Australia: 1
India Action Project,indiaactionproject.com,1,0,1,India: 1
Eduthum - Education Metaverse,dewaninstitutes.com,1,0,1,India: 1
Transportes EASO,easo.com,1,0,1,Mexico: 1
CashKaro.com,cashkaro.com,1,0,1,India: 1
Gratton Communications,gratton.es,1,0,1,Spain: 1
Porsche Ibérica,porsche.com,1,0,1,Spain: 1
Akij Resource,akijresource.com,1,0,1,Bangladesh: 1
Fever,feverup.com,1,0,1,United Kingdom: 1
Julius Baer,juliusbaer.com,1,0,1,United Kingdom: 1
Family Office Summit,familyofficesummit.ae,1,0,1,United Arab Emirates: 1
Galeno,galeno.com.ar,1,0,1,Argentina: 1
Edge.be,edge.be,1,0,1,Belgium: 1
Renew Economy,reneweconomy.com.au,1,0,1,Australia: 1
Taj Hotels,tajhotels.com,1,0,1,India: 1
San Miguel Corporation,sanmiguel.com.ph,1,0,1,Philippines: 1
Jampp,jampp.com,1,0,1,Argentina: 1
OpraahFx,opraahfx.com,1,0,1,India: 1
Settly,getsettly.com,1,0,1,France: 1
Egis,egis-group.com,1,0,1,India: 1
OneByZero,onebyzero.ai,1,0,1,India: 1
MENTOR LIST,mentorlist.com,1,0,1,Australia: 1
Eram Talent,eramtalent.com,1,0,1,Saudi Arabia: 1
Health Tick,myhealthtick.com,1,0,1,India: 1
Legendesk (Pvt.) Ltd.,legendesk.com,1,0,1,Pakistan: 1
Cyberou,cyberou.com,1,0,1,United Kingdom: 1
Land Sterling,landsterling.com,1,0,1,United Arab Emirates: 1
Catalysing Dreams & Beyond Pvt Ltd,o1codingclub.in,1,0,1,India: 1
ALTT,kutingg.com,1,0,1,India: 1
Kicklo,kicklo.com,1,0,1,United Arab Emirates: 1
Alura,alura.tv,1,0,1,Brazil: 1
2M Web Studio,2m-webstudio.com,1,0,1,Serbia: 1
,fyh.ch,1,0,1,Switzerland: 1
Karyamas Plantation,karyamasplantation.com,1,0,1,Indonesia: 1
MAS Engineering and Construction Company Ltd,masecc.com,1,0,1,Egypt: 1
Americana Restaurants,americanarestaurants.com,1,0,1,Iraq: 1
AVROTROS,avrotros.nl,1,0,1,Netherlands: 1
Golden Vives Building Contracting LLC,greenvalleyhr.com,1,0,1,United Arab Emirates: 1
Saudi German Health UAE,saudigerman.com,1,0,1,United Arab Emirates: 1
Università Telematica Pegaso,unipegaso.it,1,0,1,Italia: 1
Starlink Qatar,starlinkworld.com,1,0,1,Qatar: 1
CampfireFM,joincampfire.fm,1,0,1,Germany: 1
Energy Swaraj Foundation,energyswaraj.org,1,0,1,India: 1
Johnson Matthey,matthey.com,1,0,1,Malaysia: 1
Charta der Vielfalt e.V.,charta-der-vielfalt.de,1,0,1,Germany: 1
Astrotalk,astrotalk.com,1,0,1,India: 1
Applus+ América Latina,applus.com,1,0,1,Chile: 1
freelance,s11.be,1,0,1,Argentina: 1
Voor Ons Nederland,vooronsnederland.nl,1,0,1,Netherlands: 1
Ewigo France,ewigo-franchise.com,1,0,1,France: 1
Conversion,conversion.com.br,1,0,1,Brazil: 1
Bavaria - Colombia,bavaria.co,1,0,1,Colombia: 1
ElTiempo.es,pelmorexcorp.es,1,0,1,Spain: 1
Recolokey,recolokey.cc,1,0,1,Brazil: 1
T-Man Group,tmangroup.ma,1,0,1,Morocco: 1
Doğuş Grubu,dogusgrubu.com.tr,1,0,1,Türkiye: 1
25hours Hotels,25hours-hotels.com,1,0,1,United Arab Emirates: 1
Point Digital SUARL,nourbouakline.net,1,0,1,Tunisia: 1
Siemens Energy,siemens-energy.com,1,0,1,Germany: 1
Motivarte Perú,motivarteperu.com,1,0,1,Peru: 1
The 93% Club,93percent.club,1,0,1,United Kingdom: 1
Zaki Design Group,sketchtechnical.com,1,0,1,United Arab Emirates: 1
NDL PRO-HEALTH,ndlprohealth.com,1,0,1,Spain: 1
PM-Tricks,pm-tricks.com,1,0,1,Saudi Arabia: 1
Open Secret,opensecret.in,1,0,1,India: 1
Sampoerna Schools System,sampoernaschoolssystem.com,1,0,1,Indonesia: 1
RANS Entertainment,ransentertainment.co.id,1,0,1,Indonesia: 1
Techies Infotech,iamtechie.com,1,0,1,India: 1
ENDGAME,end.game,1,0,1,United Kingdom: 1
UltraTech Cement,ultratechcement.com,1,0,1,India: 1
Parul University,paruluniversity.ac.in,1,0,1,India: 1
Torrent Gas,torrentgas.com,1,0,1,India: 1
NextAge Technologies,nextagetech.com,1,0,1,Pakistan: 1
CosmeSurge,cosmesurge.com,1,0,1,دبي الإمارات العربية المتحدة: 1
Sociolla,sociolla.com,1,0,1,Indonesia: 1
deRecruiters,derecruiters.com,1,0,1,Argentina: 1
AI PlanetX,aiplanetx.com,1,0,1,Bangladesh: 1
Truly Rich Club,trulyrichclub.com,1,0,1,Philippines: 1
PT Paramount Enterprise International,paramount-land.com,1,0,1,Indonesia: 1
BBVA en Argentina,bbva.com.ar,1,0,1,Argentina: 1
Skill Nation,skillnation.ai,1,0,1,India: 1
"JobShob Nest-CSR, ESG, NGO,UN Jobs",jobshobnest.com,1,0,1,India: 1
GRASIM INDUSTRIES LIMITED ( ADITYA BIRLA GROUP),grasim.com,1,0,1,India: 1
icomm,icommkt.com,1,0,1,Argentina: 1
Nuvia Global Foundation,nuviaglobal.org,1,0,1,Nigeria: 1
Tera Creations,teracreations.com,1,0,1,Kenya: 1
Growth Edge,growthedge.com.br,1,0,1,Brazil: 1
Money Africa,themoneyafrica.com,1,0,1,Nigeria: 1
Solar Coca-Cola,solarbr.com.br,1,0,1,Brazil: 1
SEO Sans Migraine ,seo-sans-migraine.fr,1,0,1,France: 1
Barry Callebaut Group,barry-callebaut.com,1,0,1,United Kingdom: 1
GrowthX,growthx.club,1,0,1,India: 1
Tesco,tescoplc.com,1,0,1,India: 1
The Confidence Accelerator,speaking.coach,1,0,1,France: 1
Human to Human Hub,humantohumanhub.com,1,0,1,Colombia: 1
Leadership First,leadershipfirst.net,1,0,1,Trinidad and Tobago: 1
Reliance Industries Limited,ril.com,1,0,1,India: 1
BraveBits,bravebits.co,1,0,1,Vietnam: 1
Patagonia,patagonia.com,2,1,1,France: 1
Dubai Airports,dubaiairports.ae,1,0,1,United Arab Emirates: 1
Boundless,boundless.hr,1,0,1,United Arab Emirates: 1
Pakistan State Oil,psopk.com,1,0,1,Pakistan: 1
Sabancı Vakfı,sabancivakfi.org,1,0,1,Türkiye: 1
Carborundum Universal Limited,cumi-murugappa.com,1,0,1,India: 1
Lojas Renner S.A.,lojasrennersa.com.br,1,0,1,Brazil: 1
Credicorp,grupocredicorp.com,1,0,1,Peru: 1
Basic Arts,basicarts.org,1,0,1,United Kingdom: 1
SC Soluções & Carreiras,scsolucoesecarreiras.com.br,1,0,1,Brazil: 1
Seven Figure Creators,sevenfigurecreators.com,1,0,1,Australia: 1
Petz,petz.com.br,1,0,1,Brazil: 1
Talenca,talenca.mx,1,0,1,Mexico: 1
ikas,ikas.com,1,0,1,Türkiye: 1
FITTR,fittr.com,1,0,1,India: 1
Canadian Specialist Hospital,csh.ae,1,0,1,United Arab Emirates: 1
"PT Midi Utama Indonesia, Tbk",alfamidiku.com,1,0,1,Indonesia: 1
Kellanova,kellanova.com,1,0,1,Egypt: 1
Volubile,volubile.ai,1,0,1,France: 1
Honda Motorcycle & Scooter India Pvt. Ltd.,honda2wheelersindia.com,1,0,1,India: 1
TechMinified IT Consulting and Technologies,techminified.com,1,0,1,India: 1
Insights to Action Coaching & Consulting,insightstoactioncc.com,1,0,1,Canada: 1
Clarigo Infotech Private Limited,clarigoinfotech.com,1,0,1,India: 1
Carryer Tech,juanacervio.com,1,0,1,Argentina: 1
SB COP30,sbcop30.com,1,0,1,Brazil: 1
Munich Re,munichre.com,1,0,1,Germany: 1
Banque du Caire,bdc.com.eg,1,0,1,Egypt: 1
Bank Alfalah Limited,bankalfalah.com,1,0,1,Pakistan: 1
Stockbit,stockbit.com,1,0,1,Indonesia: 1
DZ!NR,dzinr.co.in,1,0,1,India: 1
Rainmatter by Zerodha,rainmatter.com,1,0,1,India: 1
WPU Course,wpucourse.id,1,0,1,Indonesia: 1
Etihad Credit Insurance (ECI),eci.gov.ae,1,0,1,United Arab Emirates: 1
Jewish Fiction,jewishfiction.com,1,0,1,Canada: 1
iAsk Media,iask-media.com,1,0,1,China: 1
Razões Para Acreditar,razoesparaacreditar.com,1,0,1,Brazil: 1
The Proptech Connection,theproptechconnection.com,1,0,1,Greater Chicago Area: 1
Inovation AI & IT Premium,inovation.com.br,1,0,1,Brazil: 1
OCA GLOBAL,ocaglobal.com,1,0,1,Peru: 1
The African Sisters Network,theafricansistersnetwork.com,1,0,1,Uganda: 1
Temporal Technologies,temporal.io,1,0,1,India: 1
IKIO Solutions (IKIO Group) ( End-to-End Electronics Manufacturing),ikio.in,1,0,1,India: 1
Devrolls,devrolls.com,1,0,1,Pakistan: 1
Shayan Solutions - Hire the Best Remote AI Engineers,shayansolutions.com,1,0,1,Pakistan: 1
Remote Work / Self-employed,jobicy.com,1,0,1,India: 1
Diriyah Company l شركة الدرعية,diriyahcompany.sa,1,0,1,Saudi Arabia: 1
"Global Opportunities ""Canadian Immigration Firm""",globalopp.ca,1,0,1,Canada: 1
ADNOC Drilling,adnocdrilling.ae,1,0,1,United Arab Emirates: 1
Girl Power Marketing,girlpowermarketing.co.uk,1,0,1,United Kingdom: 1
MINIMIZA | Apresentações Sem Firulas,minimizaapresentacoes.com,1,0,1,Brazil: 1
TCrew,tcrew.be,1,0,1,Belgium: 1
Unstop,unstop.com,1,0,1,India: 1
Brigade Group,brigadegroup.com,1,0,1,India: 1
Strategy Breakdowns,strategybreakdowns.com,1,0,1,Greater Sydney Area: 1
Super Innovators,superinnovators.com,1,0,1,United Kingdom: 1
Vanderlei Goulart - Consultor de RH,vanderleigoulart.com.br,1,0,1,Brazil: 1
"AI, Tech & Privacy Academy",aitechprivacy.com,1,0,1,Israel: 1
GET Group Holdings Ltd.,getgroup.com,1,0,1,Egypt: 1
The University of Notre Dame Australia,notredame.edu.au,1,0,1,Australia: 1
Fortis Healthcare,fortishealthcare.com,1,0,1,India: 1
Synergie Italia,synergie-italia.it,1,0,1,Italy: 1
Communications Engineering Company (CEC),cecinfo.com,1,0,1,Las Vegas Metropolitan Area: 1
CFA Institute,cfainstitute.org,1,0,1,United Kingdom: 1
Nayatel,nayatel.com,1,0,1,Pakistan: 1
Whetstone Business Solutions LLP,whetstone.biz,1,0,1,India: 1
Universidad de las Hespérides,hesperides.edu.es,1,0,1,Spain: 1
Tynor Orthotics Private Limited,tynorstore.com,1,0,1,India: 1
Fractal,fractal.ai,1,0,1,United Arab Emirates: 1
Human Capital امان,amanhumancapital.com,1,0,1,Jordan: 1
PROSIGA,prosiga.cl,1,0,1,Chile: 1
Firstcall H Resource Pvt. Ltd,firstcallhr.in,1,0,1,India: 1
Canary,canary.com.br,1,0,1,Brasil: 1
BMW Deutsche Motoren,bmw-deutschemotoren.in,1,0,1,India: 1
TheSoul Group,thesoul.group,1,0,1,Portugal: 1
Play Ventures,play.vc,1,0,1,United Kingdom: 1
Oxygen Conservation,oxygenconservation.com,1,0,1,Antwerp Metropolitan Area: 1
WHALECOM,whalecom.com.ar,1,0,1,Peru: 1
Auxzon,auxzons.com,1,0,1,United Arab Emirates: 1
Karirmu.id,karirmu.id,1,0,1,Indonesia: 1
MCG Talent,mcgtalent.io,1,0,1,United Arab Emirates: 1
Ministry of Justice - UAE,moj.gov.ae,1,0,1,United Arab Emirates: 1
Progressive Property,progressiveproperty.co.uk,1,0,1,United Kingdom: 1
Finanzfluss,finanzfluss.de,1,0,1,Germany: 1
FutureProof Staffing,futureproofstaffing.com,1,0,1,Australia: 1
CODEZILLA,codezilla.courses,1,0,1,Latvia: 1
PCI Automotive (Pvt.) Ltd.,pcia.pk,1,0,1,Pakistan: 1
Themis The Firm Legal Consultants (TFLC),tflc.ae,1,0,1,United Arab Emirates: 1
MobiKwik,mobikwik.com,1,0,1,India: 1
CALLA PR,calla-pr.com,1,0,1,Kenya: 1
Speak Like a CEO Academy,speaklikeaceoacademy.com,1,0,1,Germany: 1
Solvios Technology,solvios.technology,1,0,1,India: 1
LabelVie,labelvie.ma,1,0,1,Morocco: 1
Pernod Ricard,pernod-ricard.com,1,0,1,France: 1
NESR,nesr.com,1,0,1,Saudi Arabia: 1
Cheval Blanc Patrimoine,chevalblanc-patrimoine.fr,1,0,1,France: 1
PT Nirwana Lestari (Delfi Limited Group),nirwanalestari.com,1,0,1,Indonesia: 1
Alike Consulting Services,alikeconsultingservices.com,1,0,1,India: 1
IL MESSAGGERO,ilmessaggero.it,1,0,1,Italy: 1
DecisiveAI,decisiveai.ma,1,0,1,Morocco: 1
Go Zero,letsgozero.in,1,0,1,India: 1
Career Okay,careerokay.com,1,0,1,Pakistan: 1
Asociación Médica Argentina,ama-med.org.ar,1,0,1,Argentina: 1
Dhairya Decodes,dhairyadecodes.com,1,0,1,India: 1
Cuidado Con el Perro,cuidadoconelperro.com.mx,1,0,1,Mexico: 1
KantorKu HRIS,kantorku.id,1,0,1,Indonesia: 1
SPECTRUM Architecture,spectrum.ge,1,0,1,Georgia: 1
Maruti Suzuki India Limited,marutisuzuki.com,1,0,1,India: 1
Everstone Group,everstonegroup.com,1,0,1,India: 1
Agência Kratos,agenciakratos.com.br,1,0,1,Brazil: 1
Axis Max Life Insurance Limited,axismaxlife.com,1,0,1,India: 1
Tekion Corp,tekion.com,1,0,1,India: 1
The Portfolio Career Accelerator by Ani Filipova,simplebooklet.com,1,0,1,Greece: 1
Expo 2020 Dubai,expo2020dubai.com,1,0,1,United Arab Emirates: 1
CUBETIQQ,cubetiqq.com,1,0,1,India: 1
Suno,suno.com.br,1,0,1,Brazil: 1
Ikeja Electric,ikejaelectric.com,1,0,1,Nigeria: 1
Talent Nexus,talentnexus-eg.com,1,0,1,Egypt: 1
WireCo,wireco.com,1,0,1,Mexico: 1
Hepsiburada (NASDAQ: HEPS),hepsiburada.com,1,0,1,Türkiye: 1
The Futuring Alliance,futuring-alliance.com,1,0,1,Switzerland: 1
AGILTYM by H&C,agiltym.com,1,0,1,Côte d'Ivoire: 1
Nexcellus.,nexcellus.com,1,0,1,Niger: 1
Baya Systems,bayasystems.com,1,0,1,India: 1
MEDGULF,medgulf.com.lb,1,0,1,Saudi Arabia: 1
"Mogul Millennial, Inc.",capitalklub.com,1,0,1,Dallas-Fort Worth Metroplex: 1
athenahealth,athenahealth.com,1,0,1,India: 1
PT MSDM Indonesia Bisa,manajemensdm.net,1,0,1,Indonesia: 1
SPDM/PAIS - Programa de Atenção Integral à Saúde,spdmpais.org.br,1,0,1,Brazil: 1
HEINEKEN MÉXICO,heinekenmexico.com,1,0,1,Mexico: 1
Macrosolutions | Ricardo Vargas,ricardo-vargas.com,1,0,1,Portugal: 1
Government of Tamil Nadu,tn.gov.in,1,0,1,India: 1
IDFC FIRST Bank,idfcfirst.bank.in,1,0,1,India: 1
BaytonGroup,baytongroup.com,1,0,1,Colombia: 1
CyberPWN Technologies,cyberpwn.com,1,0,1,India: 1
Valeo,valeo.com,1,0,1,India: 1
The Life Experts,thelifeexperts.com,1,0,1,India: 1
Marfin,marfin.co,1,0,1,Norway: 1
African Union,au.int,1,0,1,Ethiopia: 1
Gi Group,gigroup.com,1,0,1,Brazil: 1
HelloPM,hellopm.co,1,0,1,India: 1
Tressis,tressis.com,1,0,1,United Kingdom: 1
SGI Collective,wearesgi.com,1,0,1,India: 1
Engeman,engeman.net,1,0,1,Brazil: 1
Volkswagen do Brasil,vw.com.br,1,0,1,Brazil: 1
Live for Good,live-for-good.org,1,0,1,France: 1
Stefanini Group,stefanini.com,1,0,1,Brazil: 1
Vende más con LinkedIn,vendemasconlinkedin.com.pe,1,0,1,Peru: 1
Amazon Fronts Ltd,amazonfronts.co.ke,1,0,1,Kenya: 1
Remote WorkHER,remoteworkher.com,1,0,1,Nigeria: 1
Ability,abilityglobal.io,1,0,1,Pakistan: 1
Tech Implement,techimplement.com,1,0,1,Pakistan: 1
Unacademy,unacademy.com,1,0,1,India: 1
Biopharm,biopharmdz.com,1,0,1,Algeria: 1
airtel,airtel.com,1,0,1,India: 1
SamparkSeSampark,samparksesampark.com,1,0,1,India: 1
Sports Value,sportsvalue.com.br,1,0,1,Brazil: 1
Intas Pharmaceuticals,intaspharma.com,1,0,1,India: 1
BBVA en México,bbva.mx,1,0,1,Mexico: 1
Pitch N Hire,pitchnhire.com,1,0,1,India: 1
Baker Tilly Majer,bakertilly.ma,1,0,1,Morocco: 1
Tok&Stok,tokstok.com.br,1,0,1,Brazil: 1
QatarEnergy LNG,qatarenergylng.qa,1,0,1,Qatar: 1
Entreprenelle,entreprenelle.com,1,0,1,Egypt: 1
Allianz,allianz.com,1,0,1,Germany: 1
CI&T,ciandt.com,1,0,1,Brazil: 1
DK AI Lab,deepkapha.com,1,0,1,Netherlands: 1
incident.io,incident.io,1,0,1,United Kingdom: 1
Ancient Builders Constructions LLC,ancientbuilders.ae,1,0,1,United Arab Emirates: 1
BSG,bsg.co.za,1,0,1,South Africa: 1
Morshedy Group,morshedy.com,1,0,1,Egypt: 1
Career Branding Hub,sakshichandraakar.com,1,0,1,India: 1
Moglix,moglix.com,1,0,1,India: 1
L&T Construction,lntecc.com,1,0,1,India: 1
VINCI Construction France,vinci-construction-geoinfrastructure.com,1,0,1,France: 1
South Park Commons,southparkcommons.com,1,0,1,India: 1
Ecole normale supérieure,ens.fr,1,0,1,France: 1
The Quint,thequint.com,1,0,1,India: 1
LOAM,loamscience.com,1,0,1,United Kingdom: 1
Xeven Solutions,xevensolutions.com,1,0,1,United Kingdom: 1
Adagia Partners,adagiapartners.com,1,0,1,United Arab Emirates: 1
Groupe Martin Belaysoud,martin-belaysoud.com,1,0,1,France: 1
Lion Consulting,lionconsulting.ae,1,0,1,Morocco: 1
T&S,ts.sa,1,0,1,Egypt: 1
Chittco,chitt.co,1,0,1,United Kingdom: 1
Ministry of Human Resources and Social Development - KSA,hrsd.gov.sa,1,0,1,Saudi Arabia: 1
Spectra Manufacturing LLC,spectramfg.com,1,0,1,India: 1
Parul Pandey,parulpandey.com,1,0,1,India: 1
Linux Socials,linuxsocials.com,1,0,1,India: 1
Evermonte Executive & Board Search,evermonte.com,1,0,1,Brazil: 1
TopHunting.AI,tophunting.ai,1,0,1,Mexico: 1
HR rewired,hr-rewired.com,1,0,1,United Kingdom: 1
Shyam Steel Industries Limited,shyamsteel.com,1,0,1,India: 1
Hewlett Packard Enterprise,hpe.com,1,0,1,India: 1
RAM RH,ramrh.com.br,1,0,1,Brazil: 1
UNITED TOWEL EXPORTERS (PVT) LTD,unitedtowel.com,1,0,1,Pakistan: 1
SCMDOJO,scmdojo.com,1,0,1,United Kingdom: 1
Blue Ocean Management Training,blueoceanacademy.com,1,0,1,Saudi Arabia: 1
GEA Logistics,gealogistics.net,1,0,1,Argentina: 1
Seedily,carrd.co,1,0,1,United Kingdom: 1
Impact for the people,impactforthepeople.dk,1,0,1,Denmark: 1
IKK Group – Isam Khairi Kabbani Group,ikkgroup.com,1,0,1,Saudi Arabia: 1
Decotechs,decotechs.com,1,0,1,Pakistan: 1
Novell Pharmaceutical Laboratories,novellpharm.com,1,0,1,Indonesia: 1
GO Porto - Gestão e Obras do Porto,goporto.pt,1,0,1,Portugal: 1
RUMBO boutique,conrumbo.com.mx,1,0,1,Mexico: 1
Vaibhav Jain Classes,vaibhavjainclasses.com,1,0,1,India: 1
AUO Display Plus,auodplus.com,1,0,1,台灣 桃園市 桃園區: 1
Novo Nordisk,novonordisk.com,1,0,1,Denmark: 1
The Iconic Brand Africa (TIBA),theiconicbrandafrica.com,1,0,1,Côte d'Ivoire: 1
Jobsalud.com,jobsalud.cl,1,0,1,Chile: 1
MTN,mtn.com,1,0,1,South Africa: 1
GreyLabs AI,greylabs.ai,1,0,1,India: 1
Programming.com,programming.com,1,0,1,India: 1
Parliament of Australia,aph.gov.au,1,0,1,Australia: 1
Institut Montaigne,institutmontaigne.org,1,0,1,France: 1
Seeds,weareseeds.com,1,0,1,Greater Buenos Aires: 1
Oraczen,oraczen.ai,1,0,1,India: 1
Indus Insights,indusinsights.com,1,0,1,India: 1
Enemix,enemixgroup.com,1,0,1,Australia: 1
Raw Earth Recruitment,rawearthrecruitment.com,1,0,1,Australia: 1
Institut Supérieur de Gestion de Sousse,rnu.tn,1,0,1,Tunisia: 1
Bussmann Advisory AG,bussmannadvisory.com,1,0,1,Switzerland: 1
C.Mejia Contratistas Generales,cmejia.com.pe,1,0,1,Peru: 1
SPIMA,spima.com.cy,1,0,1,Cyprus: 1
Eskimoz,eskimoz.fr,1,0,1,France: 1
Partnr,partnr.in,1,0,1,India: 1
ASSOCIATION ESPACES,association-espaces.org,1,0,1,France: 1
Academy Club,academyclub.co,1,0,1,Türkiye: 1
Strategyzer,strategyzer.com,1,0,1,Switzerland: 1
ThirdScore,thirdscore.com,1,0,1,San Diego Metropolitan Area: 1
Tsinghua University,tsinghua.edu.cn,1,0,1,China: 1
Underdog Sales,underdogsales.com,1,0,1,United Kingdom: 1
CALLUM,callumdesigns.com,1,0,1,United Kingdom: 1
ENPPI,enppi.com,1,0,1,Egypt: 1
Sustainability Professionals Institute of Nigeria,spin.org.ng,1,0,1,Nigeria: 1
Statistics Canada | Statistique Canada,statcan.gc.ca,1,0,1,Canada: 1
Operadora de Transporte Distrilogico S.A.,solumarholding.com,1,0,1,Ecuador: 1
