Domain,URL,Company Name,Segment,Reasoning,Employees,Country,Industry,LinkedIn,Short Description
semeve.es,https://semeve.es,Semevé,IM_FIRST_AGENCIES,"""Acciones con Influencers""",12,Spain,marketing & advertising,http://www.linkedin.com/company/semeve,Agencia de medios independiente 100% valenciana. Especializados en planificación de medios de proximidad. ¿Preparado para conectar? #agenciademedios
galiciademoda.com,https://galiciademoda.com,GDM,IM_FIRST_AGENCIES,"""agencia de marketing y comunicación que ofrece un servicio completo y crea estrategias personalizadas para cada marca.""",14,Spain,marketing & advertising,http://www.linkedin.com/company/gdmgaliciademoda,"Con más de 25 años de experiencia y referente en el sector, Galiciademoda es una agencia de comunicación especializada en moda, tendencias y lifestyle"
ninanoten.com,https://ninanoten.com,nina noten,IM_FIRST_AGENCIES,"""the agency focuses on elevating social conversations through influencer era.""",13,France,marketing & advertising,http://www.linkedin.com/company/ninanoten,"nina noten is a creative house based in Paris, specializing in crafting authentic and avant-garde brand stories for the influencer era. The agency foc"
spacesheep.ph,https://spacesheep.ph,Space Sheep Media Lab,IM_FIRST_AGENCIES,"""Influencer Marketing""",25,Philippines,marketing & advertising,http://www.linkedin.com/company/spacesheepmedialab,"Do you need to reach out to your customers through digital platforms? Space Sheep Media Lab Inc. offers market research, insight, and innovative digit"
brios.cl,https://brios.cl,Bríos,IM_FIRST_AGENCIES,"""embajadores/influencers.""",25,Chile,marketing & advertising,http://www.linkedin.com/company/br%c3%ados,"Agencia de Publicidad, Comunicación Estratégica & Marketing Digital en Iquique, Chile

www.brios.cl"
totalexposure.co.za,https://totalexposure.co.za,Total Exposure,IM_FIRST_AGENCIES,"""influencer marketing agency""",18,South Africa,public relations & communications,http://www.linkedin.com/company/totalexposurepr,"Total Exposure is a prominent publicity consultancy based in South Africa, with offices in Johannesburg and Cape Town. The company specializes in publ"
infinitumgroup.co.uk,https://infinitumgroup.co.uk,Infinitum Group,IM_FIRST_AGENCIES,"""We connect brands, agencies, broadcasters, and production partners.""",15,United Kingdom,marketing & advertising,http://www.linkedin.com/company/infinitumgroupltd,"Infinitum is a market-leading content, communications, and media organisation. We unite brands, agencies, media partners, creators, and producers to c"
all-about.com.pl,https://all-about.com.pl,All About Sp. z o.o.,IM_FIRST_AGENCIES,"""Kampanie Influencerzy, Social Media""",11,Poland,marketing & advertising,http://www.linkedin.com/company/all-about1,"Za każdym świetnym produktem, usługą, marką stoi zawsze oddany jej zespół marketingowy.

W All about odszukasz ludzi, którzy z pasją podchodzą do swoj"
co-influencer.com,https://co-influencer.com,Co-Influencer,IM_FIRST_AGENCIES,"""Co – Influencer, Nano influencerlar ile şirketler arasında köprü kurup pazarlama maliyetini düşüren, hedefe uygun kampanyalar üreten yeni nesil nano influencer pazarlama platformudur.""",12,Turkey,marketing & advertising,http://www.linkedin.com/company/coinfluencerapp,"Co-Influencer is a nano-influencer marketing platform based in Istanbul, Turkey, founded in 2021. The company specializes in providing cost-effective "
iron-corporation.com,https://iron-corporation.com,Iron Corporation,IM_FIRST_AGENCIES,"""We connect brands with creators""",11,Italy,marketing & advertising,http://www.linkedin.com/company/ironcorporation,"A social media agency specializes in creating, managing, and optimizing an organization's presence on platforms like Instagram, TikTok, and more.We un"
bridgespr.com.my,https://bridgespr.com.my,Bridges Communications Platform,IM_FIRST_AGENCIES,"""influencer management""",15,Malaysia,public relations & communications,http://www.linkedin.com/company/bridgescomm,"Bridges PR has been bridging the gap between brands and consumers. Our clients comprise of multinational consumers and luxury brands, as well as local"
360activa.com,https://360activa.com,360 Activa,IM_FIRST_AGENCIES,"""Influencers Community Management""",15,Spain,marketing & advertising,http://www.linkedin.com/company/360-activa,"We establish partner relationships with our clients, generating ideas, strategies, and emotions for their consumers, aiming to achieve successful and "
studiobruma.com,https://studiobruma.com,Bruma,IM_FIRST_AGENCIES,"""influencer marketing""",18,Spain,marketing & advertising,http://www.linkedin.com/company/studio-bruma,"Studio Bruma is a creative production company located in Madrid and Lanzarote, Spain. The company specializes in providing creative and production ser"
suragency.ae,https://suragency.ae,SUR Media Agency,IM_FIRST_AGENCIES,"""influencer marketing""",11,United Arab Emirates,marketing & advertising,http://www.linkedin.com/company/sur-media-agency,"SUR Media Agency, headquartered in Dubai, is a cutting-edge marketing and communications firm dedicated to elevating the MENA market through unparalle"
snaps.vn,https://snaps.vn,Snaps Agency,IM_FIRST_AGENCIES,"""From an Influencer Marketing agency, Snaps is always improving, expanding an""",13,Vietnam,marketing & advertising,http://www.linkedin.com/company/snaps-agency,"A boutique agency founded since 2019, Snaps debuted with the mission of being your partners to create good values together.
From an Influencer Marketi"
gd2xp.com,https://gd2xp.com,GD2,IM_FIRST_AGENCIES,"""we connect brands with creators""",13,Malaysia,marketing & advertising,http://www.linkedin.com/company/gd2xp,"At GD2, we believe that creativity is a catalyst for change. We believe that successful brands are those that dare to be different, that push boundari"
sbccreation.co.ke,https://sbccreation.co.ke,SBC Creation Limited,IM_FIRST_AGENCIES,"""Influencer Marketing & Management""",11,Kenya,marketing & advertising,http://www.linkedin.com/company/sbc-creation-limited,"We are a ROI – driven Marketing and Advertising Agency that specialises in Structuring, Creating and Managing both Digital and Offline Ads for busines"
promotionia.in,https://promotionia.in,Promotionia,IM_FIRST_AGENCIES,"""Revolutionary platform connecting businesses with influencers""",18,,marketing & advertising,http://www.linkedin.com/company/promotionia.com,Revolutionary platform connecting businesses with influencers - join Promotionia today!
prime-models.ch,https://prime-models.ch,Prime Models,IM_FIRST_AGENCIES,"""Wir verbinden Marken mit Models""",25,Switzerland,marketing & advertising,http://www.linkedin.com/company/prime-models,Prime Models ist eine Modelagentur welche sich auf die direkte Vermittlung von Models spezialisiert hat. Wir vermitteln ein breites Spektrum an Selbst
kartzmedia.com,https://kartzmedia.com,Kartz Media Works,IM_FIRST_AGENCIES,"""influencer marketing agency""",15,Japan,public relations & communications,http://www.linkedin.com/company/kartz-media-works---,Kartz Media Works is a strategic PR and digital marketing agency based in Tokyo. Our goal is to support our clients by fully utilizing the power of me
streetcom.pl,https://streetcom.pl,Streetcom Group,IM_FIRST_AGENCIES,"""Realizujemy kampanie influencer marketingowe oraz product seeding, które tworzą autentyczne doświadczenia z produktem, budują zaufanie do marek i realnie wspierają sprzedaż.""",25,Poland,marketing & advertising,http://www.linkedin.com/company/grupastreetcom,"Streetcom to największa na rynku agencja specjalizująca się w budowaniu wizerunku marek i usług w internecie, influencer marketingu, działaniach e-sam"
acgmedia.ru,https://acgmedia.ru,ACG,IM_FIRST_AGENCIES,"""Influence marketing""",810,Russia,marketing & advertising,http://www.linkedin.com/company/acg_2,"ACG (ACG Media) is a full-service advertising agency based in Russia, dedicated to delivering creative solutions that enhance brand success. With 30 y"
vip-consulting.fr,https://vip-consulting.fr,VIP-Consulting,IM_FIRST_AGENCIES,"""L'agence conseil en choix de personnalités, vous propose : Des célébrités du monde du sport, de la musique, du cinéma, du théâtre, de la mode et de la télévision…""",26,France,marketing & advertising,http://www.linkedin.com/company/vip-consulting,"L'agence VIP-Consulting est spécialisée depuis plus de 20 ans dans le management des droits d'image de célébrités.

PUB :
Notre métier consiste à mett"
companhiasolucoes.com,https://companhiasolucoes.com,Companhia das Soluções,IM_FIRST_AGENCIES,"""connecting brands with creators""",48,Portugal,public relations & communications,http://www.linkedin.com/company/companhiasolucoes,"Companhia das Soluções is a communications agency based in Maia, Portugal, specializing in the fashion, beauty, and lifestyle sectors. The company ope"
sjkp.com.cn,https://sjkp.com.cn,世纪鲲鹏,IM_FIRST_AGENCIES,"""致力于打造中国一流的娱乐营销内容整合平台，为行业品牌客户提供一站式全娱乐整合营销服务""",30,China,marketing & advertising,http://www.linkedin.com/company/%e4%b8%96%e7%ba%aa%e9%b2%b2%e9%b9%8f,"世纪鲲鹏，成立于2005年，中国第一家植入广告公司。十一年来，世纪鲲鹏深耕于娱乐营销产业领域，掌握""商业""与""艺术""两种语言，致力于打造中国一流的娱乐营销内容整合平台，为行业品牌客户提供一站式全娱乐整合营销服务，为娱乐行业创新更多品牌商业合作形式。

世纪鲲鹏现除北京总部外，已在上海、成都等地设立分"
tdigroup.agency,https://tdigroup.agency,TDI Group,IM_FIRST_AGENCIES,"""influencer marketing""",110,Belarus,marketing & advertising,http://www.linkedin.com/company/tdigroup,"TDI Group is a group of advertising companies.

TDI GROUP is the only integrator on the CIS advertising market who:
Embodied the philosophy of integra"
cbsoutdoor.fr,https://cbsoutdoor.fr,CBS Outdoor France,IM_FIRST_AGENCIES,"""influencer marketing""",16,France,marketing & advertising,http://www.linkedin.com/company/cbs-outdoor-france,"CBS Outdoor France est une société de publicité extérieure appartenant au Groupe CBS Corporation, référence dans le monde des médias et du divertissem"
kreativgang.sk,https://kreativgang.sk,Kreativ Gang,IM_FIRST_AGENCIES,"""Hľadáte marketingovú a eventovú agentúru s full servisom?""",16,Slovakia,marketing & advertising,http://www.linkedin.com/company/kreativ-gang,"Hľadáte marketingovú a eventovú agentúru s full servisom? Gratulujeme, voláme sa Kreativ Gang. 
Sme česko-slovenská akčná marketingová agentúra.

3 po"
pcv.com.ph,https://pcv.com.ph,PC&V Communications,IM_FIRST_AGENCIES,"""we connect brands with creators""",16,Philippines,marketing & advertising,http://www.linkedin.com/company/pc&v-communications,"PC&V Communications is a prominent advertising agency based in Makati, Metro Manila, Philippines. Established in 1997 by former JWT Manila creatives, "
staxsports.ch,https://staxsports.ch,Stax Sports,IM_FIRST_AGENCIES,"""We help them strategically position themselves to become icons of their sport and increase sponsoring revenue.""",12,Switzerland,information technology & services,http://www.linkedin.com/company/stax-agency,"Stax Sports is a Swiss creative, PR, and marketing agency based in Renens VD, focusing on the sports industry. The agency specializes in creating, dis"
dxd.agency,https://dxd.agency,DXD,IM_FIRST_AGENCIES,"""we connect brands with creators""",13,Australia,public relations & communications,http://www.linkedin.com/company/diamond-dozen-marketing-&-pr,"MAY THE BEST BRANDS WIN.

Our borderless brand PR programs are smart and achievable. 60+ brands have trusted us since 2008.  

We're brand experts and"
kindegroup.com,https://kindegroup.com,KINDE,IM_FIRST_AGENCIES,"""Maximising digital & cultural impact for brands through effective PR, Influencer & Media collaborations.""",11,United Kingdom,marketing & advertising,http://www.linkedin.com/company/kinde-group,"Kinde is an all-in-one developer platform designed to support SaaS teams in building, securing, and monetizing modern web applications. Headquartered "
potskimedia.com,https://potskimedia.com,Potski Media Limited,IM_FIRST_AGENCIES,"""Working with the biggest influencers and ambassadors to create your own brand army.""",11,United Kingdom,marketing & advertising,http://www.linkedin.com/company/potski-media,"In the eight years since Potski Media opened its doors for business, the agency has become the industry leader in delivering original social media, co"
sobright.pl,https://sobright.pl,So Bright - Ad&Promo,IM_FIRST_AGENCIES,"""Kreujemy, doradzamy i dostarczamy optymalne rozwiązania.""",14,Poland,marketing & advertising,http://www.linkedin.com/company/so-bright,"Sale is the main goal of marketing

Jesteśmy agencją marketingową, która skutecznie wspiera swoimi działaniami małe i średnie firmy. Kreujemy, doradza"
femalenarratives.com,https://femalenarratives.com,FEMALE NARRATIVES,IM_FIRST_AGENCIES,"""we connect brands with creators""",11,United Kingdom,marketing & advertising,http://www.linkedin.com/company/female-narratives,"Female Narratives Ltd is a creative agency based in the UK, co-founded by Tijana Tamburic and Franzi Klein. Established in 2017 and headquartered in W"
brandneo.de,https://brandneo.de,brandneo GmbH,IM_FIRST_AGENCIES,"""influencer marketing agency""",33,Germany,marketing & advertising,http://www.linkedin.com/company/brandneo-gmbh,"brandneo GmbH is a creative agency based in Dortmund, Germany, with additional offices in Hamburg and Bochum. Founded in 2019, the agency specializes "
incorporamarketing.es,https://incorporamarketing.es,INCORPORA MARKETING,IM_FIRST_AGENCIES,"""influencer marketing""",17,Spain,marketing & advertising,http://www.linkedin.com/company/incorpora-marketing,"Incorpora Marketing is a full-service advertising and marketing agency located in Granada, Spain, with over 20 years of experience in the industry. Th"
ahavapr.pl,https://ahavapr.pl,AHAVA PR,IM_FIRST_AGENCIES,"""Influencer marketing""",13,Poland,public relations & communications,http://www.linkedin.com/company/ahava-pr,"AHAVA PR to nowoczesna agencja oferująca kompleksową obsługę PR, zarówno dla firm, jak i klientów indywidualnych. Wśród licznych projektów realizowany"
petrichor.id,https://petrichor.id,Petrichor,IM_FIRST_AGENCIES,"""influencer marketing""",18,Indonesia,marketing & advertising,http://www.linkedin.com/company/petrichorid,"We are young, fresh and creative digital agency evolving from ATL & BTL communications era into the new world of multi-media communications 

We help "
hardnumbers.co.uk,https://hardnumbers.co.uk,Hard Numbers 📈,IM_FIRST_AGENCIES,"""Influencer Relations""",25,United Kingdom,public relations & communications,http://www.linkedin.com/company/hard-numbers,Hard Numbers is a marketing and communications consultancy founded in 2020 by Darryl Sparey and Paul Stollery. The agency specializes in B2B technolog
watan-arabia.com,https://watan-arabia.com,Watan Arabia,IM_FIRST_AGENCIES,"""We connect brands with creators""",12,Saudi Arabia,marketing & advertising,http://www.linkedin.com/company/watan-arabia,"Watan Arabia, also known as Watan Media, is a digital marketing agency located in Jeddah, Saudi Arabia. The agency specializes in influencer marketing"
dkcindo.com,https://dkcindo.com,DKCI Creative Marketing Agency,IM_FIRST_AGENCIES,"""we connect brands with creators""",13,Indonesia,marketing & advertising,http://www.linkedin.com/company/dkcindo,"Our company provides unique and targeted campaigns and marketing strategy that would give the best experience for our clients. 

We provide a one-stop"
points-global.com,https://points-global.com,PRAP POINTS GROUP,IM_FIRST_AGENCIES,"""influencer marketing""",11,Singapore,marketing & advertising,http://www.linkedin.com/company/prap-points,"-Connecting business between South East Asia and Japan-

We are a PRAP JAPAN group company. PRAP POINTS is a Japanese PR & marketing agency founded in"
izdaher.com,https://izdaher.com,IZDAHER,IM_FIRST_AGENCIES,"""influencer marketing""",20,Egypt,marketing & advertising,http://www.linkedin.com/company/izdaher,"IZDAHER is a digital marketing and public relations agency based in Cairo, Egypt, founded in 2020. The agency specializes in helping businesses in the"
dacai.es,https://dacai.es,Dacai,IM_FIRST_AGENCIES,"""influencer marketing""",13,Spain,marketing & advertising,http://www.linkedin.com/company/dacaidigital,"Agencia de Marketing digital de Grupo Bonatel, una empresa de Tecnologías de la Información y la Comunicación (TIC) con ADN Vodafone.
El grupo de empr"
kohlective.net,https://kohlective.net,Kohlective,IM_FIRST_AGENCIES,"""End-to-end Influencer Marketing Services.""",11,Cambodia,marketing & advertising,http://www.linkedin.com/company/kohlective,"End-to-end Influencer Marketing Services. 
instagram.com/kohlectivekh/

For inquiries, please contact lisa.villeneuve@kohlective.net"
soulmates.agency,https://soulmates.agency,SOULMATES Brand Communication,IM_FIRST_AGENCIES,"""Wir als Kommunikationsagentur können große und kleine, feine Strategien und Kreationen.""",18,Germany,marketing & advertising,http://www.linkedin.com/company/soulmates-brand-communication,"Nie zuvor hat so viel Kommunikation um so wenig Aufmerksamkeit gekämpft. Menschen entscheiden in Sekunden zwischen wichtig und weg. Das heißt: Nur, wa"
montreepr.com,https://montreepr.com,Montree PR,IM_FIRST_AGENCIES,"""we connect brands with creators""",12,Thailand,marketing & advertising,http://www.linkedin.com/company/montreepr,Montreepr.com
brandcommasia.com,https://brandcommasia.com,BrandComm Asia,IM_FIRST_AGENCIES,"""We connect brands with creators""",12,Philippines,public relations & communications,http://www.linkedin.com/company/brandcommasia,BrandComm Asia is a leading public relations and integrated marketing agency based in the Philippines. We offer a 360-degree marketing approach that s
grafica.services,https://grafica.services,Grafica Digital Marketing Services,IM_FIRST_AGENCIES,"""Influencer and Affiliate Marketing""",11,Philippines,marketing & advertising,http://www.linkedin.com/company/grafica-digital-marketing-services,"At Grafica, we're not just another run-of-the-mill agency. We're a squad of digital-savvy, trend-obsessed individuals who understand the pulse of the "
leadertising.com,https://leadertising.com,Leadertising Agency,IM_FIRST_AGENCIES,"""influencer marketing, SEO and data scraping services.""",40,Pakistan,information technology & services,http://www.linkedin.com/company/leadertising,"At Leadertising Agency, we pride ourselves on being the go-to solution for businesses worldwide seeking top-notch lead generation, influencer list bui"
flaretalents.com,https://flaretalents.com,Flare Talents,IM_FIRST_AGENCIES,"""We focus on connecting creatives from different fields and integrating their talent and work into commercial projects and marketing strategies through productions.""",15,Austria,marketing & advertising,http://www.linkedin.com/company/flare-talents,"Flare Talents is an advertising and talent agency.
Our HQ is located in the heart of Europe — Graz, Austria.
We lay focus on connecting artists from d"
growthmp.ma,https://growthmp.ma,GROWTH MARKETING PARTNER,IM_FIRST_AGENCIES,"""influencer marketing""",13,,marketing & advertising,http://www.linkedin.com/company/growth-marketing-partner-agency,Growth Marketing Partner transforms brands with data-driven strategies and creative storytelling. From brand strategy to social media management and m
kkh-management.com,https://kkh-management.com,KKH Management,IM_FIRST_AGENCIES,"""modeling and talent agencies""",11,Netherlands,apparel & fashion,http://www.linkedin.com/company/kkh-management,KKH Management is an Amsterdam based boutique modeling agency founded in 2023 by Kathrine Kjær Holmsgaard. We take pride in providing a personal and h
afromark.co.tz,https://afromark.co.tz,AFROMARK COMMUNICATION (T) LIMITED,IM_FIRST_AGENCIES,"""Social Media Influencers Management""",13,Tanzania,marketing & advertising,http://www.linkedin.com/company/afromark-communication-limited,"Afromark Communication (T) Ltd, specialize in creating meaningful connections between Brands and Consumers. Whatever your brand objective is, we'll pr"
gcav.ru,https://gcav.ru,AVANTGARDE Global Communications,IM_FIRST_AGENCIES,"""пиар для бизнеса: эффективная стратегия, работа со СМИ и лидерами мнений, аудит.""",14,Russia,public relations & communications,http://www.linkedin.com/company/gcavantgarde,"«AVANGARD Global Communications» – федеральное агентство с более чем 10-летним опытом, представляющее сервис в области интегрированного маркетинга, PR"
viral-house.de,https://viral-house.de,Viral House GmbH,IM_FIRST_AGENCIES,"""influencer management, marketing services, influencer kooperationen""",16,Germany,marketing & advertising,http://www.linkedin.com/company/viral-house-gmbh,Viral House ist deine Experten-Agentur für Instagram. Wir sind spezialisiert auf die Pflege authentischer Beziehungen und den Aufbau einer führenden d
infinite-creative.co,https://infinite-creative.co,Infinite Creative,IM_FIRST_AGENCIES,"""We connect brands with the right influencers to create authentic, impactful campaigns""",12,China,marketing & advertising,http://www.linkedin.com/company/infinitecreativemkt,Infinite Creative is a cutting-edge agency specializing in influencer marketing and holistic brand strategies. We connect brands with the right influe
mymediadigital.co.id,https://mymediadigital.co.id,MY Media Digital,IM_FIRST_AGENCIES,"""influencer marketing & digital activation""",17,,marketing & advertising,http://www.linkedin.com/company/mymediadigital,"At MY Media Digital, we blend creativity, performance and analytics to build campaigns that truly perform. We don't just aim for visibility and we cre"
asv.world,https://asv.world,ASV,IM_FIRST_AGENCIES,"""influencer marketing""",87,United Kingdom,marketing & advertising,http://www.linkedin.com/company/asv-world,"We are a Marketing agency championing female-run businesses.

We are passionate storytellers. Your biggest cheerleaders. The support system ready to h"
crushfff.com,https://crushfff.com,Crush,IM_FIRST_AGENCIES,"""talent and culture activation for consumer brands""",41,United Kingdom,marketing & advertising,http://www.linkedin.com/company/crush-london,"Crush FFF is a creative consultancy and independent advertising agency located in London, UK. The agency specializes in talent and culture activation "
flutlicht.biz,https://flutlicht.biz,Flutlicht GmbH - Agentur für Kommunikation,IM_FIRST_AGENCIES,"""Wir setzen auf nachhaltige Beziehungen und zielgerichtete Kooperationen mit Meinungsführer*innen, die zu Ihrem Unternehmen passen.""",24,Germany,public relations & communications,http://www.linkedin.com/company/flutlicht-gmbh,"Wir machen erfolgreiche PR für Technologieunternehmen.
Flutlicht ist eine Agentur für Unternehmens-, Produkt- und Markenkommunikation, spezialisiert a"
dimoso.com,https://dimoso.com,Dimoso,IM_FIRST_AGENCIES,"""We have built respect from journalists and influencers for representing some of the best companies in the world""",11,United Kingdom,public relations & communications,http://www.linkedin.com/company/dimoso,"Dimoso is a UK-based PR and digital marketing agency founded in 2011 by Jacki Vause. The agency specializes in B2B tech, games, mobile apps, and enter"
zucker.berlin,https://zucker.berlin,ZUCKER.Kommunikation GmbH,IM_FIRST_AGENCIES,"""Influencer Relations""",14,Germany,public relations & communications,http://www.linkedin.com/company/zucker.kommunikation-gmbh,"ZUCKER. is a strategic PR and communication agency.
We create unique campaigns and the accompanying communication strategies. We use these to feed the"
kleinrusso.it,https://kleinrusso.it,KleinRusso,IM_FIRST_AGENCIES,"""influencer marketing""",18,Italy,marketing & advertising,http://www.linkedin.com/company/klein-russo,"KleinRusso is an independent, full-service creative agency based in Italy, specializing in advertising, marketing, and communication services. Founded"
elliottbrownagency.co.uk,https://elliottbrownagency.co.uk,Elliott Brown Agency,IM_FIRST_AGENCIES,"""we connect brands with creators""",14,United Kingdom,marketing & advertising,http://www.linkedin.com/company/elliott-brown-agency,
outset.ie,https://outset.ie,Outset Agency,IM_FIRST_AGENCIES,"""Influencer & Talent Enquiries""",12,Ireland,marketing & advertising,http://www.linkedin.com/company/outset-agency,"Outset Agency is a marketing consultancy based in Dublin, established in 2016. The agency specializes in influencer marketing, digital strategy, adver"
spark.co.th,https://spark.co.th,Spark Communications,IM_FIRST_AGENCIES,"""KOL/Influencers Analysis""",67,Thailand,public relations & communications,http://www.linkedin.com/company/spark-communications_2,"Spark Communications is an innovative and independent Bangkok-based public relations company with an honest and direct approach, and a primary aim to "
agenc.net,https://agenc.net,#AGENC,IM_FIRST_AGENCIES,"""We connect brands with creators""",13,Hong Kong,marketing & advertising,http://www.linkedin.com/company/-agenc,"With Generation Z and Millennials seeking unique experiences in the digital age. We understand how to connect, engage and deliver unique enriching exp"
transcendmedia.co.ke,https://transcendmedia.co.ke,Transcend Media Group,IM_FIRST_AGENCIES,"""We connect brands with creators""",16,Kenya,marketing & advertising,http://www.linkedin.com/company/transcend-media-group,"Transcend Media Group (TMG) is a Kenyan – based full service integrated communication agency specializing in Brand Strategy, Creative, Media, PR, Expe"
whowotwhy.com,https://whowotwhy.com,Who Wot Why London,IM_FIRST_AGENCIES,"""we are specialists in advertising, in-house film production, strategy, social, and influencer marketing.""",13,United Kingdom,marketing & advertising,http://www.linkedin.com/company/who-wot-why,Who Wot Why is a London-based strategic creative agency that specializes in results-driven creativity. The agency offers comprehensive marketing solut
short-films.com,https://short-films.com,SHORTFILMS,IM_FIRST_AGENCIES,"""influencer marketing""",69,United Kingdom,marketing & advertising,http://www.linkedin.com/company/short-films,"SHORT FILMS and SHORT CONTENT

We are SHORTFILMS and we make beautiful, fashionable commercial films and content for global brands.

Started with a vi"
sales-and-ads.com,https://sales-and-ads.com,Sal'Ad Labs,IM_FIRST_AGENCIES,"""we connect brands with creators""",19,United Arab Emirates,marketing & advertising,http://www.linkedin.com/company/sales-and-ads,"Sal'Ad Labs | 8 Years → From Service Providers to a Full-Fledged Ecosystem

In crypto since 2017, we've been helping clients with sales, media presenc"
thinking.no,https://thinking.no,Fresch Thinking,IM_FIRST_AGENCIES,"""influencer marketing""",14,Norway,marketing & advertising,http://www.linkedin.com/company/fresch-thinking,"Fresch Thinking AS is an experential marketing agency based in Norway. We provide clients with events, sampling campaigns, in-store activities and sal"
gironasocialmedia.cat,https://gironasocialmedia.cat,Girona Social Media,IM_FIRST_AGENCIES,"""influencer marketing""",12,Spain,marketing & advertising,http://www.linkedin.com/company/gironasocialmedia,"Gestión de Redes Sociales para pequeñas, medianas y grandes empresas, con el objetivo de aprovechar las ventajas del mundo 2.0

Gestió de Xarxes Socia"
pondera.pt,https://pondera.pt,Pondera,IM_FIRST_AGENCIES,"""influencer marketing agency""",15,Portugal,public relations & communications,http://www.linkedin.com/company/ponderapt,"Pondera is a communications agency located in Portugal, focusing on Public Relations, Media Advisory, and Corporate Communications, particularly withi"
goodgamewellplayed.co.za,https://goodgamewellplayed.co.za,GGWP,IM_FIRST_AGENCIES,"""connect brands to their consumers and major influencers""",11,South Africa,marketing & advertising,http://www.linkedin.com/company/ggwp,"Established in 2016, Good Game Well Played (GGWP) is a collaboration between HYH Marketing and Gareth Woods, a leading influencer within the E-sports "
zephyrone.co,https://zephyrone.co,Zephyr One,IM_FIRST_AGENCIES,"""influencer marketing""",11,Australia,marketing & advertising,http://www.linkedin.com/company/zephyr-one-co,"Welcome to Zephyr One.

We are a modern growth marketing studio scaling the next generation of category leaders through performance-driven strategy, h"
obtk.pl,https://obtk.pl,On Board Think Kong,IM_FIRST_AGENCIES,"""PR traktujemy jako fundament budowy długofalowego zaufania i autorytetu marki.""",30,Poland,marketing & advertising,http://www.linkedin.com/company/onboardthinkkong,"On Board Think Kong is a marketing agency located in Warsaw, Poland. The agency specializes in helping clients achieve their business objectives throu"
thecpconcept.com,https://thecpconcept.com,Arc,IM_FIRST_AGENCIES,"""Acting seamlessly as an extension of in-house teams, we amplify brands through strategic press, talent, digital and physical experiences.""",61,United Kingdom,public relations & communications,http://www.linkedin.com/company/arc-connect-ltd,"ARC is a full service fashion & lifestyle communications agency, based between London and Shanghai. Offering connected know-how and expertise,  creati"
tagby.io,https://tagby.io,TAGby,IM_FIRST_AGENCIES,"""국내외 많은 광고대행사 및 브랜드 마케터가 이미 TAGby를 이용하고 있습니다.""",21,South Korea,marketing & advertising,http://www.linkedin.com/company/tagby,"TAGby is an all-in-one SaaS platform for content marketing that leverages data to drive results, with a primary focus on influencer marketing."
doering.media,https://doering.media,DOERING Media GmbH,IM_FIRST_AGENCIES,"""Wir denken in Kampagnen, lieben Storytelling & setzen direkt um.""",13,Germany,marketing & advertising,http://www.linkedin.com/company/doering,"DOERING ist eine Kreativagentur mit integrierter Produktion. Ein Kreuzberger Mix aus Creatives, Directors, DPs, Designer:innen und Projektmanager:inne"
shine-ads.com,https://shine-ads.com,shinecommunication,IM_FIRST_AGENCIES,"""the most influential company in popular culture""",12,China,marketing & advertising,http://www.linkedin.com/company/%e5%b1%b1%e6%b2%b3%e6%96%8b,"在过去二十多年间，相比于其他任何一家广告公司，SHINE可以认为是对流行文化最具影响力的一家公司。
For more than a decade, Shine + has done more to nudge POPULAR CULTURE market trends through experie"
digilinkasia.com,https://digilinkasia.com,Digilink Asia Limited,IM_FIRST_AGENCIES,"""Artist/KOL/KOC Influencer Collaboration""",17,Hong Kong,marketing & advertising,http://www.linkedin.com/company/digilinkasia,"Digilink Asia Limited (DGL) is a digital marketing agency with over 11 years of experience, focusing on helping brands connect with Chinese markets an"
karkalis-communications.de,https://karkalis-communications.de,KARKALIS COMMUNICATIONS GMBH,IM_FIRST_AGENCIES,"""Wir arbeiten seit 10 Jahren mit digitalen Meinungsführern – egal ob Micro-Influencer oder Stars mit Millionen-Reichweiten – und haben bereits erfolgreich mehr als 8.000 Kooperationen durchgeführt.""",19,Germany,marketing & advertising,http://www.linkedin.com/company/karkalis-pr,"WE INSPIRE WITH IDEAS
PUBLIC RELATIONS - CONTENT MARKETING - SOCIAL MEDIA - INFLUENCER MARKETING

Founded in 2005 as a specialist PR agency for strate"
wearemci.com,https://wearemci.com,MCI,IM_FIRST_AGENCIES,"""Changing the game in influencer marketing with Ubisoft""",2600,Switzerland,marketing & advertising,http://www.linkedin.com/company/wearemci,"MCI is a global engagement and marketing agency based in Geneva, Switzerland, with a presence in 31 countries through 60 offices. The agency specializ"
maalia.de,https://maalia.de,Maalia GmbH & Co. KG,IM_FIRST_AGENCIES,"""Wir erzählen Deine Story!""",14,Germany,marketing & advertising,http://www.linkedin.com/company/maalia-agency,"Wir sind Maalia – darauf sind wir stolz! Wir sind eine eng verbundene Crew, jung, modern und dynamisch! Maalia lebt eine moderne Arbeitskultur, steht "
pulsarppg.com.br,https://pulsarppg.com.br,Pulsar Design e Propaganda,IM_FIRST_AGENCIES,"""influencer marketing""",16,Argentina,marketing & advertising,http://www.linkedin.com/company/pulsarppg,"Somos feitos de ideias, movidos à desafios e inundados de amor pela comunicAÇÃO. O que nos rege são nossos valores. Nosso meio é o digital, mas a noss"
